URL,SEO用テキスト（P),title（全角32文字まで）,keyword（対象ページのコンテンツに登場する主要単語+地域名を記述する、3〜5個）,description（全角80文字上限※スマホ表示のGoogle検索結果MAXが全角80文字のため）
/,かさま歯科クリニック｜幅広い治療を丁寧に行なう海老名の歯科医院,かさま歯科クリニック｜精密で丁寧な治療を行なう海老名の歯科医院,"マイクロスコープ,根管治療,歯周病,歯科,海老名",幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニックです。充実の設備を駆使し、技術力をいかした丁寧で細かい治療を得意としています。歯を残す治療でお口の健康をサポートします。
/feature/,当院の特長｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,当院の特長｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"根管治療,設備,マイクロスコープ,歯科,海老名",充実した設備で精密・丁寧な治療を行ないます。当院では大切な歯をできる限り残す治療に力を入れています。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/staff/,スタッフ紹介｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,スタッフ紹介｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"スタッフ,院長,笠間慎太郎,歯科,海老名",当院の院長・歯学博士、笠間 慎太郎のご紹介です。丁寧で細かい治療を行なうことを心がけています。SNSやブログの更新も行なっています。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/clinic/,院内紹介｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,院内紹介｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"海老名駅,設備,駐車場,滅菌,歯科,海老名",海老名駅より徒歩8分、駐車場も完備しています。歯科用CTやマイクロスコープなど充実した設備を駆使して治療をご提供いたします。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/general/,一般治療｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,一般治療｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"虫歯,根管治療,予防,歯科,海老名",拡大鏡による精密な虫歯治療、歯を残すための根管治療、親知らずの抜歯、顎関節症や睡眠時無呼吸症候群の治療などでお口の健康を守ります。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/child/,小児歯科｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,小児歯科｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"小児歯科,予防,矯正,歯科,海老名",小児予防ではお子さまの歯を守るため歯磨き指導やフッ素塗布などを行ないます。歯並びが気になるお子さまの小児矯正も行なっています。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/perio/,歯周病｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,歯周病｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"歯周病,歯石,スケーリング,歯科,海老名",進行すると歯が抜け落ちてしまう歯周病は、歯磨き指導やスケーリングで治療・予防します。重症化した歯周病は歯周組織再生療法で治します。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/denture/,入れ歯・義歯｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,入れ歯・義歯｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"入れ歯,義歯,歯科,海老名",入れ歯治療は外科手術を必要としないため体に負担をかけずに失った歯を補えます。さまざまな種類の入れ歯・義歯をご用意しています。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/implant/,インプラントによる治療｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,インプラントによる治療｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"インプラント,歯科用CT,GBR,歯科,海老名",インプラント治療は、人工歯根を埋め込みその上に人工歯を取りつけることで天然歯のような快適な噛み心地と自然な見た目を取り戻せる方法です。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/orthodontics/,矯正治療｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,矯正治療｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"矯正,表側矯正,マウスピース,舌側矯正,歯科,海老名",ワイヤーによる表側矯正や舌側矯正、マウスピース型装置による治療、アンカースクリューによる治療など、さまざまな矯正治療を行なっています。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/esthetic/,審美的歯科治療｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,審美的歯科治療｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"ホワイトニング,ガムピーリング,セラミック,歯科,海老名",審美的歯科治療では白く美しい歯にするためのホワイトニング、詰め物・被せ物にセラミックなどを使用して白い歯にする治療などを行ないます。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/price/,料金表｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,料金表｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"料金表,医療費控除,歯科,海老名",当院でご提供しているおもな治療の料金表です。医療費控除についてもご紹介していますので、ぜひご覧ください。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/access/,アクセス｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,アクセス｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"アクセス,診療時間,休診日,歯科,海老名",海老名駅より徒歩8分、無料の駐車場も完備しています。土曜診療も行なっているため平日お忙しい方も通院が可能です。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/contact/,お問い合わせ｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,お問い合わせ｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"問い合わせ,フォーム,歯科,海老名",当院へのお問い合わせはこちらのフォームに必要事項をご記入のうえ、送信をお願いします。担当スタッフより折り返しご連絡いたします。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/contact/thanks.html,お問い合わせ完了｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,お問い合わせ完了｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"問い合わせ,完了,歯科,海老名",お問い合わせをいただき、誠にありがとうございました。担当スタッフより折り返しご連絡いたしますのでお待ちください。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/blog/,かさま歯科クリニック院長ブログ｜幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,かさま歯科クリニック院長ブログ｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"ブログ,院長,笠間慎太郎,歯科,海老名",院長・笠間慎太郎が更新しているブログになります。不定期で更新していますのでご興味のある方はご覧ください。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/blog/archive.html,幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,｜かさま歯科クリニック院長ブログ｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"ブログ,院長,笠間慎太郎,アーカイブ,歯科,海老名",院長・笠間慎太郎が更新しているブログのアーカイブ一覧になります。不定期で更新していますのでご興味のある方はご覧ください。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/blog/category.html,幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,｜かさま歯科クリニック院長ブログ｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"ブログ,院長,笠間慎太郎,カテゴリー,歯科,海老名",院長・笠間慎太郎が更新しているブログのカテゴリー一覧になります。不定期で更新していますのでご興味のある方はご覧ください。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
/blog/detail.html,幅広い治療を丁寧に行なう海老名のかさま歯科クリニック,｜かさま歯科クリニック院長ブログ｜精密で丁寧な治療なら海老名のかさま歯科クリニック,"ブログ,院長,笠間慎太郎,記事詳細,歯科,海老名",院長・笠間慎太郎が更新しているブログの記事詳細になります。不定期で更新していますのでご興味のある方はご覧ください。幅広い治療でお口のお悩みを解消する海老名のかさま歯科クリニック
